timestamp,model_name,test_name,context_title,context_type,accuracy,seed,text_length
2025-12-17 10:37:52,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_1,clean,0.597,28,220
2025-12-17 10:39:20,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_549,clean,0.556,28,435
2025-12-17 10:42:19,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_1,meani,0.574,28,220
2025-12-17 10:44:02,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_549,meani,0.581,28,435
2025-12-17 10:46:43,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_1,wordd,0.567,28,220
2025-12-17 10:48:46,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_549,wordd,0.575,28,435
2025-12-17 10:51:23,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_1,chara,0.54,28,220
2025-12-17 10:53:57,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_549,chara,0.539,28,435
2025-12-17 10:56:17,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_10,clean,0.609,28,746
2025-12-17 10:58:39,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_55,clean,0.597,28,445
2025-12-17 11:01:15,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_10,meani,0.613,28,746
2025-12-17 11:03:22,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_55,meani,0.589,28,445
2025-12-17 11:06:14,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_10,wordd,0.58,28,746
2025-12-17 11:08:03,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_55,wordd,0.583,28,445
2025-12-17 11:11:55,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_10,chara,0.549,28,746
2025-12-17 11:13:14,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_55,chara,0.522,28,445
2025-12-17 11:16:33,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_100,clean,0.566,28,506
2025-12-17 11:18:05,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_550,clean,0.597,28,683
2025-12-17 11:21:12,Qwen/Qwen3-8B,MMLU_selected_subjects,isot_true_100,meani,0.587,28,506
