timestamp,model_name,test_name,context_title,context_type,accuracy,seed
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Scorpio_astrology,clean,0.421,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Scorpio_astrology,meaningful_shuffle,0.441,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Scorpio_astrology,word_shuffle,0.439,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Scorpio_astrology,char_shuffle,0.430,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,climate_conspiracy,clean,0.420,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,climate_conspiracy,meaningful_shuffle,0.423,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,climate_conspiracy,word_shuffle,0.423,28
2025-11-11 03:00:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,climate_conspiracy,char_shuffle,0.432,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),clean,0.429,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),meaningful_shuffle,0.433,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),word_shuffle,0.421,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),char_shuffle,0.426,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Kingsley_Halt_railway_station,clean,0.420,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Kingsley_Halt_railway_station,meaningful_shuffle,0.430,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Kingsley_Halt_railway_station,word_shuffle,0.427,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Kingsley_Halt_railway_station,char_shuffle,0.429,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Epinotia_nemorivaga,clean,0.425,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Epinotia_nemorivaga,meaningful_shuffle,0.439,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Epinotia_nemorivaga,word_shuffle,0.424,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Epinotia_nemorivaga,char_shuffle,0.436,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Legal_separation,clean,0.437,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Legal_separation,meaningful_shuffle,0.447,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Legal_separation,word_shuffle,0.440,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Legal_separation,char_shuffle,0.424,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Neutral_lipid_storage_disease,clean,0.431,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Neutral_lipid_storage_disease,meaningful_shuffle,0.425,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Neutral_lipid_storage_disease,word_shuffle,0.424,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Neutral_lipid_storage_disease,char_shuffle,0.428,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Empty_context,clean,0.427,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Empty_context,meaningful_shuffle,0.427,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Empty_context,word_shuffle,0.427,28
2025-11-11 13:03:34,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Empty_context,char_shuffle,0.427,28
2025-11-12 14:40:28,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),clean,0.000,28
2025-11-13 02:48:07,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,0.429,28
2025-11-13 04:38:28,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),clean,0.462,28
2025-11-13 15:13:24,meta-llama/Llama-2-13b-chat-hf,MMLU_selected_subjects,Astar_(game),clean,0.300,28
