timestamp,model_name,test_name,context_title,context_type,accuracy,seed,text_length
2025-12-08 10:48:31,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1,clean,0.593,28,303
2025-12-08 10:56:32,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1,meani,0.541,28,303
2025-12-08 11:01:06,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1,wordd,0.589,28,303
2025-12-08 11:01:11,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_323,clean,0.609,28,243
2025-12-08 11:05:23,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_549,clean,0.584,28,356
2025-12-08 11:05:43,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_323,meani,0.596,28,243
2025-12-08 11:06:04,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1,chara,0.554,28,303
2025-12-08 11:08:36,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_774,clean,0.623,28,324
2025-12-08 11:10:01,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_549,meani,0.577,28,356
2025-12-08 11:10:12,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_323,wordd,0.589,28,243
2025-12-08 11:10:52,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_10,clean,0.586,28,506
2025-12-08 11:13:11,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_774,meani,0.615,28,324
2025-12-08 11:14:42,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_549,wordd,0.584,28,356
2025-12-08 11:14:58,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_323,chara,0.551,28,243
2025-12-08 11:15:41,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_10,meani,0.571,28,506
2025-12-08 11:17:48,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_774,wordd,0.607,28,324
2025-12-08 11:19:32,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_324,clean,0.563,28,219
2025-12-08 11:19:43,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_549,chara,0.538,28,356
2025-12-08 11:20:28,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_10,wordd,0.575,28,506
2025-12-08 11:22:42,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_774,chara,0.536,28,324
2025-12-08 11:24:05,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_324,meani,0.574,28,219
2025-12-08 11:24:24,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_55,clean,0.577,28,377
2025-12-08 11:25:47,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_10,chara,0.522,28,506
2025-12-08 11:27:18,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_775,clean,0.54,28,372
2025-12-08 11:28:37,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_324,wordd,0.585,28,219
2025-12-08 11:29:07,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_55,meani,0.569,28,377
2025-12-08 11:30:31,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_100,clean,0.577,28,462
2025-12-08 11:31:54,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_775,meani,0.565,28,372
2025-12-08 11:33:22,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_324,chara,0.57,28,219
2025-12-08 11:33:54,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_55,wordd,0.533,28,377
2025-12-08 11:35:13,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_100,meani,0.59,28,462
2025-12-08 11:36:31,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_775,wordd,0.549,28,372
2025-12-08 11:38:17,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_325,clean,0.591,28,539
2025-12-08 11:39:04,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_55,chara,0.545,28,377
2025-12-08 11:39:57,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_100,wordd,0.561,28,462
2025-12-08 11:41:29,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_775,chara,0.525,28,372
2025-12-08 11:43:10,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_325,meani,0.61,28,539
2025-12-08 11:43:45,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_550,clean,0.576,28,340
2025-12-08 11:45:09,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_100,chara,0.571,28,462
2025-12-08 11:46:02,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_776,clean,0.581,28,298
2025-12-08 11:48:03,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_325,wordd,0.6,28,539
2025-12-08 11:48:20,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_550,meani,0.576,28,340
2025-12-08 11:49:48,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1000,clean,0.523,28,350
2025-12-08 11:50:37,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_776,meani,0.608,28,298
2025-12-08 11:53:00,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_550,wordd,0.577,28,340
2025-12-08 11:53:26,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_325,chara,0.554,28,539
2025-12-08 11:54:27,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1000,meani,0.594,28,350
2025-12-08 11:55:11,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_776,wordd,0.596,28,298
2025-12-08 11:58:03,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_326,clean,0.594,28,363
2025-12-08 11:58:03,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_550,chara,0.518,28,340
2025-12-08 11:59:05,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_1000,wordd,0.585,28,350
2025-12-08 12:00:03,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_776,chara,0.549,28,298
2025-12-08 12:02:39,Qwen/Qwen3-8B,MMLU_selected_subjects,conspiracy_326,meani,0.573,28,363
